uid,texts,rob_neg,rob_neu,rob_pos,translated_text,french_sentiment
7.53844e+17,"b'Good thing about radar is that, unlike lidar (which is visible wavelength), it can see through rain, snow, fog and dust'",0.010530663,0.18279886,0.8066704,"b 'Bonne chose au radar est que, contrairement au lidar (qui est une longueur d'onde visible), il peut voir par la pluie, la neige, le brouillard et la poussière'",Positive
7.54968e+17,b'Bit of a distraction yesterday. Working on plan today.',0.15564142,0.7269722,0.11738638,B'Bit d'une distraction hier. Travailler sur le plan aujourd'hui.',Neutral
7.70317e+17,"b'RT @TeslaMotors: What a Tesla looks like after 100,000 Miles, a 48 State Road trip, 500 Uber Rides, 20 Rentals &amp; more @SteveSasman https://\xe2\x80\xa6'",0.018187508,0.7418848,0.23992771,"b'RT @TeslaMotors: A quoi ressemble un Tesla après 100 000 Miles, un voyage sur 48 State Road, 500 Uber Rides, 20 Rentals &amp; plus @SteveSasman https://\xe2\x80\xa6'",Neutral
2.3513e+17,b'About to go through my first jury selection process. Trial concerns an alleged gang related murder. Hardcore.',0.3470586,0.62561464,0.02732675,b 'Sur le point de passer par mon premier processus de sélection du jury. Le procès concerne un meurtre présumé lié à un gang. Hardcore.',Negative
7.00398e+17,b'My coffee tastes unusually good this morning https://t.co/LowwuPAgoz',0.0022767351,0.034203377,0.9635198,b'Mon café est exceptionnellement bon ce matin https://t.co/LowwuPAgoz',Positive
7.92163e+17,b'Pushing start to ~5:45 to allow more people to arrive',0.01092285,0.833838,0.15523915,b 'Pushing commencer à ~5:45 pour permettre à plus de gens d'arriver',Neutral
7.9468e+17,b'@DragTimes might have an early access release ready by then',0.0041874764,0.7905297,0.20528275,b'@DragTimes pourrait avoir une version d'accès rapide prête d'ici là',Neutral
6.34406e+17,"b""RT @gearpatrol: We've concluded that the P85D is pretty much the best car in the world. http://t.co/HjKVnxmRFg #Tesla http://t.co/hKszDz2OtW""",0.0019639526,0.026512932,0.97152317,"b""RT @gearpatrol: Nous avons conclu que le P85D est à peu près la meilleure voiture au monde. http://t.co/HjKVnxmRFg #Tesla http://t.co/hKszDz2OtW""",Positive
8.24014e+17,"b'@redletterdave Ok, fine. Soldier 76. My dark secret is out ...'",0.047149472,0.72170115,0.23114946,"b'@redletterdave Ok, très bien. Soldat 76. Mon sombre secret est sorti ...'",Positive
5.86196e+17,"b'RT @StephenKing: Took my Tesla out to a dragstrip last week and ran the 1/4 mile. 112 MPH, 0 to 60 in 4 seconds. Like driving an X-Wing fig\xe2\x80\xa6'",0.02018647,0.7588209,0.22099262,"b'RT @StephenKing: J'ai pris mon Tesla à une traînée la semaine dernière et couru le 1/4 mile. 112 MPH, 0 à 60 en 4 secondes. Comme conduire une X-Wing fig\xe2\x80\xa6'",Neutral
3.79171e+17,"b'Will do another static fire of rocket to make sure all is good &amp; AF needs to test ICBMs, so probable launch Sept 29/30.'",0.0058772466,0.57787174,0.4162511,"b'Sera faire un autre feu statique de fusée pour s'assurer que tout est bien &amp; AF doit tester ICBMs, si probable lancement septembre 29/30.'",Neutral
8.29015e+17,"b'@mdcdave yes, altitude improves performance for electric. Opposite of combustion cars.'",0.02535302,0.35809258,0.6165544,"b'@mdcdave oui, l'altitude améliore les performances pour l'électricité.",Positive
7.942e+17,b'Only a matter of time before advanced AI is used to do this. Internet is particularly susceptible to a gradient des\xe2\x80\xa6 https://t.co/JCgtjr1Nab',0.35296533,0.56169504,0.08533967,b'Seulement une question de temps avant l'utilisation de l'IA avancée pour ce faire. Internet est particulièrement sensible à un gradient des\xe2\x80\xa6 https://t.co/JCgtjr1Nab',Neutral
2.75822e+17,b'Am happy to report that Tesla was narrowly cash flow positive last week. Continued improvement expected through year end.',0.001122936,0.02179465,0.9770824,b'Am heureux de signaler que Tesla a été légèrement positif en cash flow la semaine dernière. L'amélioration continue est attendue jusqu'à la fin de l'année.»,Positive
7.92221e+17,b'@vicentes yes',0.026738945,0.77610546,0.19715561,b'@vicentes oui',Neutral
5.80482e+17,"b'Right move is try both tunnels and flying cars. Otherwise, having 2D streets and 3D buildings means bad traffic forever.'",0.4367342,0.4680609,0.0952049,"b 'Le bon mouvement est d'essayer à la fois les tunnels et les voitures volantes. Sinon, avoir des rues 2D et des bâtiments 3D signifie un mauvais trafic pour toujours.'",Negative
7.91411e+17,"b'RT @TechCrunch: Musk on Tesla Network: ""It\'s not Tesla vs\xe2\x80\xa4 Uber, it\'s the people vs\xe2\x80\xa4 U... https://t.co/UZoyRP6mY5 by @etherington https://t\xe2\x80\xa6'",0.139144,0.7321882,0.12866776,"b'RT @TechCrunch: Musk on Tesla Network: ""Ce n'est pas Tesla vs\xe2\x80\xa4 Uber, c'est les gens vs\xe2\x80\xa4 U... https://t.co/UZoyRP6mY5 par @etherington https://t\xe2\x80\xa6'",Neutral
1.57293e+17,b'Model S Performance powertrain produced so much torque today that we broke the dyno. 4.4 sec 0-60 mph will not be a problem.',0.03096635,0.36945358,0.5995801,b'Modèle S La performance du groupe motopropulseur produit aujourd'hui tellement de couple que nous avons cassé le dyno. 4.4 sec 0-60 mi/h ne sera pas un problème.»,Positive
3.49557e+17,b'@arthurblake Tesla service can do coating or can be done by any auto glass coating company. My car is done on side &amp; rear',0.010067151,0.72840047,0.26153243,b'@arthurblake service Tesla peut faire le revêtement ou peut être fait par n'importe quelle entreprise de revêtement de verre automatique. Ma voiture est faite sur le côté &amp; arrière',Neutral
6.53028e+17,b'@TeslaPittsburgh Non-autopilot will have a new interface too. More comprehensive UI update coming with 7.1.',0.0029855988,0.39849982,0.59851456,b'@TeslaPittsburgh Non-pilote automatique aura aussi une nouvelle interface. Mise à jour plus complète de l'interface utilisateur avec 7.1.',Positive
7.54801e+17,"b""Tesla customers are v smart &amp; don't want media speaking on their behalf abt Autopilot. Recent poll: 0.0% want it disabled -- not 0.1%, 0.0%.""",0.2939974,0.50885224,0.19715042,"b""Les clients de Tesla sont v smart &amp; ne veulent pas que les médias parlent en leur nom abt Autopilot. Le récent sondage : 0,0% veut qu'il soit désactivé -- pas 0,1%, 0,0%.""",Positive
6.70052e+17,"b""RT @chamath: #13. Founders edition arrived yesterday. It's unbelievable. Sickest car on the planet. Cc @elonmusk https://t.co/3HlHIVTs1y""",0.7244165,0.21121475,0.06436873,"b""RT @chamath: #13. L'édition des fondateurs est arrivée hier. C'est incroyable. Voiture la plus malade sur la planète. Cc @elonmusk https://t.co/3HlHIVTs1y""",Negative
4.05965e+17,b'Good description of the launch by @WIRED: http://t.co/QnLhvviEAn',0.0031392344,0.18908782,0.80777293,b 'Bonne description du lancement par @WIRED: http://t.co/QnLhvviEAn',Positive
7.28515e+17,b'@hansmikael @TeslaMotors Thank goodness all are ok',0.0039578294,0.13090633,0.86513585,"b'@hansmikael @TeslaMotors Dieu merci, tout va bien'",Positive
2.71652e+17,b'On the plus side...\xe2\x80\x9c@newscientist: #Climate change has a silver lining: supersized sweet potatoes http://t.co/zHMYIbL3\xe2\x80\x9d',0.03870045,0.33581266,0.6254869,b'Sur le côté plus...\xe2\x80\x9c@newscientifique: #Le changement climatique a une doublure argentée: les patates douces supersize http://t.co/zHMYIbL3\xe2\x80\x9d',Positive
8.31973e+17,"b'In appreciation, Tesla is providing all repair costs free of charge and expedited. https://t.co/D68HNJcCoQ'",0.0022240118,0.07041605,0.92735994,"b'En reconnaissance, Tesla fournit tous les coûts de réparation gratuitement et accéléré. https://t.co/D68HNJcCoQ'",Positive
7.26302e+17,b'@dannysparker yes',0.013453317,0.69035095,0.29619572,b'@dannysparker oui',Neutral
3.27447e+17,b'Seems to be some stormy weather over in Shortville these days',0.3227704,0.63525236,0.041977268,b'Semble être un temps orageux à Shortville ces jours-ci',Negative
8.12693e+17,b'@mwangltg Yes',0.02656512,0.80011714,0.17331769,b'@mwangltg Oui',Neutral
4.05989e+17,b'Model S Owner drives 3121 miles solo from Canada to Mexico http://t.co/8G8l1utgS2',0.08497714,0.8796141,0.035408765,b'Modèle S Propriétaire conduit en solo 3121 milles du Canada au Mexique http://t.co/8G8l1utgS2',Neutral
1.53519e+17,"b""@FareedZakaria However, China's real estate crisis will explode in a way that makes ours look puny. They can't hide it for much longer.""",0.70172447,0.27210626,0.026169267,"b""@FareedZakaria Cependant, la crise immobilière chinoise va exploser d'une manière qui rend la nôtre puny. Ils ne peuvent pas la cacher pour beaucoup plus longtemps.""",Negative
8.35188e+17,b'@donbarbieri @GreenCarReports Good chance it will',0.011560528,0.39780343,0.590636,b'@donbarbieri @GreenCarReports Bonne chance qu'il le fera',Positive
8.20346e+17,b'Mission looks good. Started deploying the 10 Iridium satellites. Rocket is stable on the droneship.',0.0019098684,0.049396336,0.9486938,b'Mission semble bien. Commencé à déployer les 10 satellites Iridium. Rocket est stable sur le drone.',Positive
1.49788e+17,"b""Hi, I'm Art Garfunkel. Have you heard the sound of silence? Because, you know, it makes a sound... http://t.co/7vgya9xL""",0.113381095,0.68743914,0.19917972,"b""Salut, je suis Art Garfunkel. Avez-vous entendu le son du silence? Parce que, vous savez, ça fait un son... http://t.co/7vgya9xL""",Neutral
6.54698e+17,b'@aaronpaul_8 sure :)',0.0017714965,0.13969006,0.8585384,b'@aaronpaul_8 sûr :)',Neutral
2.28678e+17,"b""Compared to past, today's world is fantastic &amp; likely will be for many decades. Just need to cover future downside risk.""",0.02485916,0.1506687,0.8244721,"b""Par rapport au passé, le monde d'aujourd'hui est fantastique &amp; sera probablement pour de nombreuses décennies. Il suffit de couvrir les risques futurs.""",Positive
6.33367e+17,b'Article on @SpaceX and colonizing Mars by @waitbutwhy \nhttp://t.co/HhBJ48QSMW',0.09123443,0.84286594,0.0658996,b'Article sur @SpaceX et coloniser Mars par @waitbutwhy \nhttp://t.co/HhBJ48QSMW',Neutral
7.74282e+17,"b'RT @SpaceX: If you have audio, photos or videos of our anomaly last week, please send to report@spacex.com. Material may be useful for inve\xe2\x80\xa6'",0.012556323,0.59498554,0.39245808,"b'RT @SpaceX: Si vous avez de l'audio, des photos ou des vidéos de notre anomalie la semaine dernière, veuillez envoyer à report@spacex.com. Le matériel peut être utile pour inve\xe2\x80\xa6'",Neutral
4.8398e+17,b'Tesla Model S named top model in perceived quality http://t.co/hOhZMIG78u via @USATODAY',0.008910709,0.42526808,0.5658212,b'Tesla Model S nommé modèle supérieur en qualité perçue http://t.co/hOhZMIG78u via @USATODAY',Positive
6.49128e+17,"b""RT @Gizmodo: Tesla's Model X is finally here! Here's all the stuff we didn't already know http://t.co/ihmIZ2Toc6 http://t.co/ajl85CZIV7""",0.009115584,0.15014699,0.8407374,"b""RT @Gizmodo: Le modèle X de Tesla est enfin là! Voici tout ce que nous ne connaissions pas déjà http://t.co/ihMIZ2Toc6 http://t.co/ajl85CZIV7""",Positive
3.3087e+17,"b'@flyguynscc @teslamotors yes, that has been the goal from the beginning'",0.013149391,0.6102044,0.37664628,"b'@flyguynscc @teslamotors oui, c'est le but depuis le début'",Neutral
1.71994e+17,"b'Iran\'s nuclear weapons facility is apparently called ""Frodo"". Watch out for Gollum! My precious... http://t.co/s1hLZ0vs'",0.48369938,0.45979863,0.05650197,"L'installation d'armes nucléaires de b'Iran s'appelle apparemment ""Frodo"". Attention à Gollum! Mon précieux... http://t.co/s1hLZ0vs'",Negative
6.69194e+17,"b'@JeffBezos Not quite ""rarest"". SpaceX Grasshopper rocket did 6 suborbital flights 3 years ago &amp; is still around. https://t.co/6j9ERKCNZl'",0.036991347,0.76132613,0.20168251,"b'@JeffBezos Pas tout à fait ""rarest"". La fusée SpaceX Grasshopper a fait 6 vols suborbitaux il y a 3 ans &amp; est toujours aux alentours. https://t.co/6j9ERKCNZl'",Neutral
8.24182e+17,b'Exciting progress on the tunnel front. Plan to start digging in a month or so.',0.001307524,0.058325842,0.9403666,b 'Exciter des progrès sur le front du tunnel. Planifier de commencer à creuser dans un mois environ.',Positive
3.5975e+17,"b""Oh yeah, well Tesla will study a plan to study the GM team that's studying Tesla, so there! http://t.co/Gn41zsaRv8""",0.05007966,0.7010459,0.24887443,"b""Oh oui, bien Tesla étudiera un plan pour étudier l'équipe GM qui étudie Tesla, donc là! http://t.co/Gn41zsaRv8""",Positive
7.82644e+17,"b'Wow, this tweet is like a Rorschach test'",0.098393135,0.44074333,0.46086356,"b'Wow, ce tweet est comme un test de Rorschach'",Positive
2.62606e+17,b'V proud of Tesla team for completing 1000th Model S body. More cars made this month than entire rest of year http://t.co/k8XWaEth',0.0014127514,0.025298186,0.9732891,b'V fier de l'équipe Tesla pour l'achèvement du 1000th Model S corps. Plus de voitures faites ce mois-ci que tout le reste de l'année http://t.co/k8XWaEth',Positive
7.42108e+17,"b""Latest science predicts &gt; trillion alien civilizations. Either they don't last long or there are a *lot* of aliens https://t.co/oC9B2FlUuF""",0.49123725,0.4538977,0.054865036,"b""La science la plus récente prédit &gt; trillions de civilisations extraterrestres. Soit elles ne durent pas longtemps ou il y a un *lot* d'extraterrestres https://t.co/oC9B2FlUuF""",Neutral
1.9453e+17,b'RT @TheOnion: Pekingese Really Letting Self Go Since Winning Westminster #OnionReview http://t.co/Voj0MZrK',0.052805673,0.8538846,0.09330972,b'RT @TheOnion: Pekingese vraiment laisser aller soi-même depuis la victoire Westminster #OnionReview http://t.co/Voj0MZrK',Negative
3.3149e+17,b'Chris Porritt from Aston Martin just joined as head of vehicle engineering at Tesla http://t.co/MNUIWDxoXt',0.0075548207,0.79760194,0.19484322,b'Chris Porritt d'Aston Martin vient de rejoindre le poste de chef du génie automobile à Tesla http://t.co/MNUIWDxoXt',Neutral
6.67517e+17,"b'Ramping up the Autopilot software team at Tesla to achieve generalized full autonomy. If interested, contact autopilot@teslamotors.com.'",0.004878944,0.3871061,0.60801494,"b'Ramping up l'équipe du logiciel de pilote automatique à Tesla pour atteindre une autonomie totale généralisée. Si vous êtes intéressé, contactez autopilot@teslamotors.com.'",Positive
7.94671e+17,"b""@joshuadistler now wouldn't that be interesting :)""",0.0047253724,0.092913784,0.90236086,"b""@joshuadistler maintenant ne serait pas ce qui serait intéressant :)""",Positive
3.76439e+17,"b""RT @WIRED: Japan\xe2\x80\x99s L-Zero maglev train hit 310 mph in a demonstration last week. And it's pretty awesome looking. http://t.co/GAWqyil6OQ""",0.0011687041,0.020125862,0.97870547,"b""RT @WIRED: Japan\xe2\x80\x99s Le train L-Zero maglev a atteint 310 mi/h lors d'une démonstration la semaine dernière. Et c'est plutôt génial. http://t.co/GAWqyil6OQ""",Positive
3.2171e+17,b'Just had Texas BBQ for lunch in Capitol Building. About to head to House Committee hearing to advocate for Tesla in TX.',0.007843842,0.79052573,0.20163043,b'Just avait barbecue Texas pour le déjeuner dans Capitol Building. Sur le point de se rendre à l'audience du comité de la maison pour plaider pour Tesla dans TX.',Neutral
7.54273e+17,b'Sunday is the end of the week :)',0.0014931455,0.08031567,0.91819125,b'Dimanche est la fin de la semaine :)',Positive
1.6166e+17,b'Design completed for bringing rocket back to launchpad using only thrusters. Yay. Wings r just dead weight in space.',0.062305532,0.42264786,0.5150466,b'Design terminé pour ramener la fusée sur le pavé de lancement à l'aide de propulseurs seulement. Yay. Wings r juste un poids mort dans l'espace.',Positive
3.4266e+17,"b""@SQMInc I don't have a publicist""",0.43832874,0.5359768,0.02569441,"b""@SQMinc Je n'ai pas de publiciste""",Neutral
6.4419e+17,b'RT @TeslaEight: @CaseySpencer425 @elonmusk @TeslaMotors Casey has driven 500+ miles in a Tesla Model S 85D on a single charge! http://t.co/\xe2\x80\xa6',0.0022361171,0.27485937,0.7229045,b'RT @TeslaEight: @CaseySpencer425 @elonmousk @TeslaMotors Casey a parcouru plus de 500 miles dans un modèle de Tesla S 85D en une seule charge! http://t.co/\xe2\x80\xa6',Neutral
3.26152e+17,b'Cool picture of Io crossing Jupiter sent to me by @shervin. Would be amazing to visit in person one day.',0.0011385689,0.022475354,0.9763861,b'Cool photo de l'Io traversant Jupiter envoyé à moi par @shervin. Ce serait incroyable de visiter en personne un jour.',Positive
7.94574e+17,b'@balaji_kann Primarily aluminium with hot-stamped boron steel reinforcements. B pillar has a glass overlay.',0.041278902,0.92264247,0.03607872,b'@balaji_kann Aluminium primaire avec renforts en acier bore à chaud. Le pilier B a une superposition en verre.»,Positive
5.56302e+17,b'@trakz @TheSimpsons Of course!',0.017196443,0.48512936,0.49767414,b'@trakz @TheSimpsons Bien sûr!',Neutral
8.07787e+17,"b""@loic You're right, this is becoming an issue. Supercharger spots are meant for charging, not parking. Will take action.""",0.3835343,0.51023173,0.10623394,"b""@loic Vous avez raison, cela devient un problème. Les spots Supercharger sont destinés à la recharge, pas au stationnement.",Negative
6.5878e+17,"b'RT @bonnienorman: Huge tree lands on #Tesla Model S, occupants protected. #ftw https://t.co/SOZxdPYQBs @teslamotors @elonmusk https://t.co/\xe2\x80\xa6'",0.03514448,0.4973896,0.46746588,"b'RT @bonnienorman: Un arbre énorme atterrit sur #Tesla Model S, les occupants protégés. #ftw https://t.co/SOZxdPYQBs @teslamotors @elonmousk https://t.co/\xe2\x80\xa6'",Neutral
3.31793e+17,b'@DJFrustration Tested it myself this weekend and was working well. Some songs have licensing prohibiting direct request.',0.014327598,0.30452228,0.68115014,b'@DJFrustration Testé moi-même ce week-end et fonctionnait bien. Certaines chansons ont une licence interdisant la demande directe.',Positive
7.3015e+17,b'RT @TeslaMotors: Every day is Earth Day for Tesla owners https://t.co/F33yw2SL1f #EarthDay https://t.co/USTrEjRHVV',0.02299763,0.51162946,0.4653729,b'RT @TeslaMotors: Chaque jour est le Jour de la Terre pour les propriétaires de Tesla https://t.co/F33yw2SL1f #EarthDay https://t.co/USTREjRHV',Neutral
8.22985e+17,"b'@dtweiseth If we applied resources to doing super complex retrofits, our pace of innovation would drop dramatically'",0.26813194,0.54030174,0.19156636,"b'@dtweiseth Si nous appliquions des ressources pour effectuer des rénovations super complexes, notre rythme d'innovation diminuerait considérablement.»",Positive
4.93084e+17,b'On annual camping trip w kids. Trying a place just south of Carmel in California this year.',0.009819621,0.8191482,0.17103226,b'Sur le camping annuel w les enfants. Essayer un endroit juste au sud du Carmel en Californie cette année.',Neutral
6.20358e+17,b'RT @DavidBrin: If the moon were only 1 pixel: a ginormously accurate scale model of the solar system!! http://t.co/feqQ0k1B6d',0.044520095,0.5305124,0.4249675,b'RT @DavidBrin: Si la lune n'était que 1 pixel: un modèle d'échelle d'une précision gonomeuse du système solaire!! http://t.co/feqQ0k1B6d',Neutral
7.17756e+17,b'@samboykin @danahull the only thing beyond ludicrous is plaid',0.78328294,0.19575752,0.020959489,b'@samboykin @danahull la seule chose au-delà de ridicule est plaid',Negative
8.4677e+17,b'@business Glad to have Tencent as an investor and advisor to Tesla',0.0014917478,0.07431671,0.9241915,b'@business Heureux d'avoir Tencent comme investisseur et conseiller auprès de Tesla',Positive
4.07704e+17,"b""@TierraUniversu Doesn't sound right. If it is, we certainly need to fix it. Investigating...""",0.7614373,0.21851581,0.020046957,"b""@TierraUniversu Ne semble pas juste. Si c'est le cas, nous devons certainement le réparer. Enquêter...""",Negative
8.45286e+17,"b""RT @danieltadros: @bobbykansara @elonmusk @MrThorman My model S is the best car I've ever had !!""",0.0013032951,0.013945841,0.98475087,"b""RT @danieltadros: @bobbykansara @elonmusk @MrThorman Mon modèle S est la meilleure voiture que j'ai jamais eue !!""",Positive
8.01124e+17,"b""@stryker_88 That doesn't make sense. Will look into it.""",0.8247635,0.1640747,0.011161858,"b""@stryker_88 Cela n'a pas de sens.",Negative
4.70613e+17,b'Prince Albert &amp; Princess Charlene drove a Tesla around the track to open @F1 Monaco! The honor is much appreciated :) http://t.co/gjQmbm541s',0.0007784357,0.019281406,0.9799401,b'Prince Albert &amp; Princesse Charlene a conduit une Tesla autour de la piste pour ouvrir @F1 Monaco! L'honneur est très apprécié :) http://t.co/gjQmbm541s',Positive
7.22598e+17,b'By land and sea https://t.co/C5QWfNy99r',0.08324443,0.87632763,0.04042789,b'Par terre et mer https://t.co/C5QWfNy99r',Neutral
4.57181e+17,b'Launch to the Space Station in just under three hours if weather holds http://t.co/aBIV4EWOS2',0.003967426,0.7530101,0.24302237,b'Launch à la station spatiale en un peu moins de trois heures si les conditions météorologiques sont réunies http://t.co/aBIV4EWOS2',Neutral
7.85138e+17,"b'Tesla product unveiling on the 17th (unexpected by most), followed by Tesla/SolarCity on the 28th'",0.008998952,0.5784289,0.41257218,"b'Tesla dévoile le 17ème (inattendu par la plupart), suivi de Tesla/SolarCity le 28ème'",Neutral
3.02235e+17,b'CNN about halfway through East Coast Supercharger test drive of @TeslaMotors Model S w @PeterDrives &amp; @AbigailBassett',0.009697671,0.83806145,0.1522409,b'CNN environ à mi-chemin de la côte Est Superchargeur essai de @TeslaMotors Model S w @PeterDrives &amp; @AbigailBassett',Neutral
7.866e+17,"b'RT @TeslaMotors: ""Model X has proved both extraordinary and oddly unremarkable. Rating: \xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85"" @CARmagazine https://t.co/wUg7b3WaHB https:/\xe2\x80\xa6'",0.013645065,0.17378478,0.81257015,"b'RT @TeslaMotors: ""Modèle X s'est avéré à la fois extraordinaire et étrangement non remarquable. Note: \xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85"" @CARmagazine https://t.co/wUg7b3WaHB https:/\xe2\x80\x6'",Positive
6.9988e+17,b'@BasseyE @tegmark yes',0.016846972,0.74083334,0.24231964,b'@BasseyE @tegmark oui',Neutral
6.58358e+17,b'@javashri Auto import duties are prohibitively high. Hoping for a special category for EVs. Most of our discussion was about batteries.',0.26204297,0.5594155,0.1785415,b'@javashri Les droits d'importation d'automobiles sont prohibitifs. Espérant pour une catégorie spéciale pour les VE. La plupart de notre discussion portait sur les batteries.»,Negative
2.7097e+17,"b""Mass. judge denies auto dealers' demand to kill our little Tesla store. Yay, justice prevails!  http://t.co/MqnNYScE""",0.20528622,0.42920503,0.3655087,"b""Mass. juge nie la demande des concessionnaires automobiles de tuer notre petit magasin Tesla. Yay, la justice prévaut! http://t.co/MqnNYScE""",Negative
5.86203e+17,b'Testing of the high performance version of the Tesla Model S by @ConsumerReports\nhttps://t.co/bvgEVgMswU',0.0066426764,0.7679853,0.22537208,b'Testing of the high performance version of the Tesla Model S by @ConsumerReports\nhttps://t.co/bvgEVgMswU',Neutral
7.19781e+17,b'RT @SpaceX: Falcon 9 rocket back at port https://t.co/ysO9Q4vBXx https://t.co/1XKazWK3Xp',0.01687521,0.88503754,0.09808731,b'RT @SpaceX: retour de la fusée Falcon 9 au port https://t.co/ysO9Q4vBXx https://t.co/1XKazWK3Xp',Neutral
7.03348e+17,b'RT @TeslaMotors: \xe2\x80\x9cTotally worth the wait.\xe2\x80\x9d Model X owner Randy takes @nypost for a spin on Autopilot #MeetModelX https://t.co/R6J9dyticN \xe2\x80\xa6',0.028262064,0.38708794,0.58465,b'RT @TeslaMoteurs: \xe2\x80\x9cValeur totale d'attente.\xe2\x80\x9d Le propriétaire du modèle X Randy prend @nypost pour une rotation sur le pilote automatique #MeetModelX https://t.co/R6J9dyticN \xe2\x80\xa6',Neutral
5.64901e+17,b'RT @SpaceX: #DSCOVR launch now targeted for Tues. 2/10 @ 6:05pm ET; backup on Wed. 2/11 @ 6:03pm ET. http://t.co/tdni53IviI http://t.co/uAp\xe2\x80\xa6',0.0078556435,0.9281386,0.0640057,b'RT @SpaceX: lancement #DSCOVR maintenant ciblé pour mar. 2/10 @ 18:05pm ET; sauvegarde sur mer. 2/11 @ 18:03pm ET. http://t.co/tdni53IviI http://t.co/uAp\xe2\x80\xa6',Neutral
